feature,weight,feature_desc,odds_ratio,model,cutoff
2309,0.11719972455664535,Carcinoma in situ of other and unspecified digestive organs,1.1243439663672459,lr,270
78905,0.11698989218743677,"Abdominal pain, periumbilic",1.124108067359467,lr,270
V103,0.11659536566999988,Personal history of malignant neoplasm of breast,1.1236646643912949,lr,270
2355,0.11560917717056135,Neoplasm of uncertain behavior of other and unspecified digestive organs,1.1225570654624775,lr,270
5997,0.1151876563002747,Hematuria,1.1220839839451684,lr,270
5853,0.11393629502828706,"Chronic kidney disease, Stage III (moderate)",1.1206807296758792,lr,270
7230,0.10996051584134482,Spinal stenosis in cervical region,1.1162339960285605,lr,270
57420,0.10995351157314721,"Calculus of gallbladder without mention of cholecystitis, without mention of obstruction",1.1162261776536622,lr,270
72706,0.10913370110681116,Tenosynovitis of foot and ankle,1.1153114587497202,lr,270
6930,0.10899796292520167,Dermatitis due to drugs and medicines taken internally,1.1151600786746416,lr,270
78900,0.10896771198015782,"Abdominal pain, unspecified site",1.115126344538634,lr,270
4299,0.10789061437249597,"Heart disease, unspecified",1.1139258912394367,lr,270
78053,0.10763615985903793,"Hypersomnia with sleep apnea, unspecified",1.1136424838274297,lr,270
V148,0.10761887866045694,Personal history of allergy to other specified medicinal agents,1.1136232389168066,lr,270
042,0.10675309192061633,Human immunodeficiency virus [HIV] disease,1.112659495941519,lr,270
4160,0.10490958535358638,Primary pulmonary hypertension,1.1106101903883885,lr,270
V7641,0.10456616835813122,Screening for malignant neoplasms of rectum,1.1102288534562228,lr,270
99749,0.10247186303682677,Other digestive system complications,1.1079061283573093,lr,270
2888,0.1020578440263412,Other specified disease of white blood cells,1.107447529099292,lr,270
7821,0.1015755799818702,Rash and other nonspecific skin eruption,1.1069135757384718,lr,270
72252,0.10144060566340969,Degeneration of lumbar or lumbosacral intervertebral disc,1.1067641809154507,lr,270
69589,0.10000496913600913,Other specified erythematous conditions,1.1051764098338974,lr,270
D490,0.09976985297842632,Neoplasm of unspecified behavior of digestive system,1.1049165955474314,lr,270
49320,0.09934123675471061,"Chronic obstructive asthma, unspecified",1.1044431118473736,lr,270
V581,0.0989357161252009,Encounter for chemotherapy and immunotherapy for neoplastic conditions,1.1039953281802932,lr,270
725,0.09867959796862204,Polymyalgia rheumatica,1.1037126111379973,lr,270
7062,0.09678541003623534,Sebaceous cyst,1.10162395081125,lr,270
4270,0.09675654130994148,Paroxysmal supraventricular tachycardia,1.1015921487899794,lr,270
3004,0.0965507059852399,Dysthymic disorder,1.1013654255469711,lr,270
7242,0.09648641205356843,Lumbago,1.1012946167098694,lr,270
20190,0.09638213118846892,"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites",1.1011797787423148,lr,270
V8532,0.09614833038749354,"Body Mass Index 32.0-32.9, adult",1.1009223521224745,lr,270
44020,0.09588489194063263,"Atherosclerosis of native arteries of the extremities, unspecified",1.1006323650464664,lr,270
7202,0.0949098451770044,"Sacroiliitis, not elsewhere classified",1.0995597200454834,lr,270
82525,0.09427763511376239,Closed fracture of metatarsal bone(s),1.0988647870203074,lr,270
2767,0.09378272816632506,Hyperpotassemia,1.0983210857547812,lr,270
5650,0.09335729453533405,Anal fissure,1.0978539224078203,lr,270
V1051,0.09324630972927017,Personal history of malignant neoplasm of bladder,1.097732084064383,lr,270
N2581,0.09293204118986427,Secondary hyperparathyroidism of renal origin,1.0973871556085848,lr,270
185,0.09228498151105752,Malignant neoplasm of prostate,1.0966773103090528,lr,270
81209,0.09212303378528637,Other closed fracture of upper end of humerus,1.0964997202932811,lr,270
20280,0.09209071969449531,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",1.0964642884742437,lr,270
2143,0.09179945660293842,Lipoma of intra-abdominal organs,1.096144975400115,lr,270
D631,0.09004720549660476,Anemia in chronic kidney disease,1.0942259359647706,lr,270
8470,0.09000093169550967,Sprain of neck,1.0941753031429522,lr,270
5733,0.08992103270014912,"Hepatitis, unspecified",1.0940878831279148,lr,270
V726,0.08981802784018089,Laboratory examination,1.093975192562658,lr,270
1977,0.08920623374814823,"Malignant neoplasm of liver, secondary",1.0933061096943602,lr,270
1551,0.08895899520550334,Malignant neoplasm of intrahepatic bile ducts,1.0930358356975858,lr,270
3534,0.08862574479592228,"Lumbosacral root lesions, not elsewhere classified",1.0926716417449154,lr,270
78829,0.08843633572239576,Other specified retention of urine,1.0924646994205793,lr,270
78841,0.08741199033271031,Urinary frequency,1.0913462111992611,lr,270
7948,0.08733156640943691,Nonspecific abnormal results of function study of liver,1.09125844438463,lr,270
V7281,0.08669159843243496,Pre-operative cardiovascular examination,1.0905602973452928,lr,270
78050,0.08637363880405392,"Sleep disturbance, unspecified",1.0902135983194894,lr,270
72871,0.08617499012605213,Plantar fascial fibromatosis,1.089997050338641,lr,270
53390,0.08601464703482553,"Peptic ulcer of unspecified site, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",1.0898222908532742,lr,270
2163,0.08537086227108288,Benign neoplasm of skin of other and unspecified parts of face,1.0891209056620101,lr,270
7273,0.0847999166264928,Other bursitis,1.0884992543059446,lr,270
V4579,0.084439384965614,Other acquired absence of organ,1.0881068865966654,lr,270
71516,0.08426793829534905,"Osteoarthrosis, localized, primary, lower leg",1.0879203502850376,lr,270
30928,0.08335271275320509,Adjustment disorder with mixed anxiety and depressed mood,1.086925113295266,lr,270
E8352,0.08306860794930701,Other and unspecified fall in water transport injuring occupant of other watercraft -- crew,1.0866163565108211,lr,270
23691,0.08265595296665312,Neoplasm of uncertain behavior of kidney and ureter,1.086168051361112,lr,270
81341,0.08142511539541193,Closed Colles' fracture,1.0848319773285486,lr,270
4260,0.08094254353791071,"Atrioventricular block, complete",1.0843085942413038,lr,270
57451,0.0796511486287316,"Calculus of bile duct without mention of cholecystitis, with obstruction",1.0829092274048029,lr,270
6119,0.07906887299953565,Unspecified breast disorder,1.0822788592948578,lr,270
28731,0.07902505844393683,Immune thrombocytopenic purpura,1.0822314407664222,lr,270
2762,0.07866242535990772,Acidosis,1.0818390589910305,lr,270
V1259,0.07852415245771513,Personal history of other diseases of circulatory system,1.0816894803062163,lr,270
5963,0.07790479363935397,Diverticulum of bladder,1.0810197338159673,lr,270
78321,0.07780323914108424,Loss of weight,1.0809099569735403,lr,270
4549,0.07740423836576243,Asymptomatic varicose veins,1.08047875909252,lr,270
5968,0.07700192653466602,Other specified disorders of bladder,1.0800441571331056,lr,270
45981,0.07690160337447106,"Venous (peripheral) insufficiency, unspecified",1.0799358091251101,lr,270
27900,0.07632940351904709,"Hypogammaglobulinemia, unspecified",1.079318046769882,lr,270
3659,0.07581249005292966,Unspecified glaucoma,1.0787602769090787,lr,270
1735,0.07549511824208806,"Other and unspecified malignant neoplasm of skin of trunk, except scrotum",1.0784179631297774,lr,270
2872,0.07545652385172845,Other nonthrombocytopenic purpuras,1.0783763430490936,lr,270
V1052,0.0753572753876398,Personal history of malignant neoplasm of kidney,1.078269321164303,lr,270
72400,0.07534806249189421,"Spinal stenosis, unspecified region",1.0782593872272217,lr,270
3804,0.07530409523043684,Impacted cerumen,1.0782119801570118,lr,270
99592,0.07523322006556747,Severe sepsis,1.0781355644131752,lr,270
78552,0.07515088379684706,Septic shock,1.0780467984080075,lr,270
57410,0.07461308335892168,"Calculus of gallbladder with other cholecystitis, without mention of obstruction",1.077467180241142,lr,270
42769,0.07436591299382432,Other premature beats,1.0772008951950631,lr,270
1101,0.07413369199441286,Dermatophytosis of nail,1.0769507755692527,lr,270
V08,0.07336195137475088,Asymptomatic human immunodeficiency virus [HIV] infection status,1.076119969534986,lr,270
D1801,0.0733552384931467,Hemangioma of skin and subcutaneous tissue,1.0761127456932849,lr,270
7827,0.07329747863235421,Spontaneous ecchymoses,1.0760505913659264,lr,270
57512,0.07248039303596378,Acute and chronic cholecystitis,1.0751717250301425,lr,270
5690,0.07197336568090071,Anal and rectal polyp,1.0746267217316279,lr,270
1890,0.07129604604544758,"Malignant neoplasm of kidney, except pelvis",1.0738991023954652,lr,270
7395,0.07091484732809097,"Nonallopathic lesions, pelvic region",1.0734898114506095,lr,270
4168,0.07087241190281557,Other chronic pulmonary heart diseases,1.0734442584204698,lr,270
2116,0.07041458319260359,"Benign neoplasm of pancreas, except islets of Langerhans",1.07295291730377,lr,270
1541,0.06901898213527151,Malignant neoplasm of rectum,1.071456547488435,lr,270
79093,0.06890364347538845,Elevated prostate specific antigen [PSA],1.0713329742526474,lr,270
6258,0.06864729202175326,Other specified symptoms associated with female genital organs,1.0710583716862578,lr,270
43331,0.06802252480255302,Occlusion and stenosis of multiple and bilateral precerebral arteries with cerebral infarction,1.0703894185175433,lr,270
7069,0.06765431302593582,Unspecified disease of sebaceous glands,1.0699953610808255,lr,270
73301,0.06748108976482906,Senile osteoporosis,1.0698100290473829,lr,270
8489,0.0673260840127943,Unspecified site of sprain and strain,1.0696442151906789,lr,270
4550,0.06665471186381552,Internal hemorrhoids without mention of complication,1.0689263268673619,lr,270
36653,0.0665585519327099,"After-cataract, obscuring vision",1.0688235439272928,lr,270
1625,0.0663131855095233,"Malignant neoplasm of lower lobe, bronchus or lung",1.068561322688761,lr,270
72401,0.0662231773789147,"Spinal stenosis, thoracic region",1.0684651478099905,lr,270
5738,0.0661741414818799,Other specified disorders of liver,1.0684127559475687,lr,270
V1006,0.06615336236128862,"Personal history of malignant neoplasm of rectum, rectosigmoid junction, and anus",1.0683905555007254,lr,270
R0902,0.06614941902741646,Hypoxemia,1.0683863424883657,lr,270
41401,0.06603078986168934,Coronary atherosclerosis of native coronary artery,1.0682596082252207,lr,270
V1083,0.06590885804574986,Personal history of other malignant neoplasm of skin,1.0681293613320766,lr,270
7866,0.0657490833079489,"Swelling, mass, or lump in chest",1.0679587148762915,lr,270
43411,0.06563755099942611,Cerebral embolism with cerebral infarction,1.06783960961758,lr,270
34590,0.06557125531578738,"Epilepsy, unspecified, without mention of intractable epilepsy",1.0677688188072325,lr,270
2353,0.0653947331493947,Neoplasm of uncertain behavior of liver and biliary passages,1.0675803505770296,lr,270
Z794,0.06535302582728401,Long term (current) use of insulin,1.0675358255879845,lr,270
5609,0.06528461832451662,Unspecified intestinal obstruction,1.0674628006257973,lr,270
78903,0.06525510071554089,"Abdominal pain, right lower quadrant",1.0674312921412823,lr,270
56969,0.06500079656053749,Other colostomy and enterostomy complication,1.0671598744412973,lr,270
I2699,0.06490520148631584,Other pulmonary embolism without acute cor pulmonale,1.067057864089815,lr,270
1536,0.06483134076469564,Malignant neoplasm of ascending colon,1.066979053336508,lr,270
E9208,0.06480307506619662,Accidents caused by other specified cutting and piercing instruments or objects,1.066948894854509,lr,270
57450,0.06475670016209766,"Calculus of bile duct without mention of cholecystitis, without mention of obstruction",1.066899416349121,lr,270
V0382,0.06473484907276998,Other specified vaccinations against streptococcus pneumoniae [pneumococcus],1.066876103689375,lr,270
78907,0.0641639662979614,"Abdominal pain, generalized",1.066267216317117,lr,270
4359,0.0641309313472125,Unspecified transient cerebral ischemia,1.0662319928139474,lr,270
5950,0.06411436342212061,Acute cystitis,1.0662143277084972,lr,270
56989,0.06401973452995526,Other specified disorders of intestine,1.0661134378014807,lr,270
7099,0.06390346405701026,Unspecified disorder of skin and subcutaneous tissue,1.0659894874938747,lr,270
42732,0.06372582583788705,Atrial flutter,1.065800143837545,lr,270
2808,0.06334354351002355,Other specified iron deficiency anemias,1.065392785145497,lr,270
E9289,0.0632283394359025,Unspecified accident,1.0652700546257727,lr,270
6861,0.06315339665378006,Pyogenic granuloma of skin and subcutaneous tissue,1.065190223315595,lr,270
1975,0.06305450253058847,Secondary malignant neoplasm of large intestine and rectum,1.065084887471062,lr,270
33183,0.06304817103105782,"Mild cognitive impairment, so stated",1.065078143907945,lr,270
78863,0.06302924418791599,Urgency of urination,1.0650579855317495,lr,270
5739,0.06231152358310275,Unspecified disorder of liver,1.0642938457224576,lr,270
7845,0.062049042349363315,Other speech disturbance,1.0640145252205697,lr,270
V1000,0.061930591818531854,"Personal history of malignant neoplasm of gastrointestinal tract, unspecified",1.0638884995992932,lr,270
0701,0.061836506453497024,Viral hepatitis A without mention of hepatic coma,1.0637884079701045,lr,270
72981,0.06125329534747015,Swelling of limb,1.0631681756368865,lr,270
30391,0.06097172980070304,"Other and unspecified alcohol dependence, continuous",1.0628688662477912,lr,270
1740,0.06076422360383948,Malignant neoplasm of nipple and areola of female breast,1.0626483372529494,lr,270
7859,0.060413494967446954,Other symptoms involving cardiovascular system,1.0622757014015116,lr,270
29181,0.0603643806536354,Alcohol withdrawal,1.062223529740557,lr,270
V8542,0.06034000288914588,"Body Mass Index 45.0-49.9, adult",1.0621976354211378,lr,270
E9479,0.059869391876320864,Unspecified drug or medicinal substance causing adverse effects in therapeutic use,1.0616978711226268,lr,270
V1046,0.059446638133789295,Personal history of malignant neoplasm of prostate,1.0612491292345116,lr,270
68111,0.059444134883868724,Onychia and paronychia of toe,1.0612464726660382,lr,270
29635,0.0593443374003152,"Major depressive affective disorder, recurrent episode, in partial or unspecified remission",1.0611405682232224,lr,270
V1589,0.059145593062583574,Other specified personal history presenting hazards to health,1.0609296934995236,lr,270
82021,0.059136653920333876,Closed fracture of intertrochanteric section of neck of femur,1.0609202097404649,lr,270
71500,0.05905938735129323,"Osteoarthrosis, generalized, site unspecified",1.0608382392426625,lr,270
7881,0.05865619367313946,Dysuria,1.060410602187128,lr,270
5695,0.05849635556365647,Abscess of intestine,1.0602411217062795,lr,270
7234,0.05843427633308967,Brachial neuritis or radiculitis NOS,1.0601753047961813,lr,270
1737,0.05813703388138626,"Other and unspecified malignant neoplasm of skin of lower limb, including hip",1.0598602225195823,lr,270
25001,0.058105500016853814,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled",1.059826801557851,lr,270
2850,0.05796707718078651,Sideroblastic anemia,1.0596801074793785,lr,270
9100,0.0578295763820985,"Abrasion or friction burn of face, neck, and scalp except eye, without mention of infection",1.059534410635192,lr,270
8208,0.057720862554457304,Closed fracture of unspecified part of neck of femur,1.0594192308548251,lr,270
2734,0.057709506041276545,Alpha-1-antitrypsin deficiency,1.0594071996146828,lr,270
40291,0.05731443602538285,Unspecified hypertensive heart disease with heart failure,1.0589887422609126,lr,270
E8796,0.056736038631241395,"Urinary catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",1.0583764030367406,lr,270
6182,0.05652974817283559,"Uterovaginal prolapse, incomplete",1.0581580926018463,lr,270
79551,0.056478928892290434,Nonspecific reaction to tuberculin skin test without active tuberculosis,1.0581043191352533,lr,270
72982,0.05644953330031689,Cramp of limb,1.0580732159895725,lr,270
25081,0.05638062978096925,"Diabetes with other specified manifestations, type I [juvenile type], not stated as uncontrolled",1.0580003135329101,lr,270
V1559,0.056296230560059904,Personal history of other injury,1.057911022898809,lr,270
V071,0.05557625037814778,Need for desensitization to allergens,1.057149622057744,lr,270
2159,0.05556549617227736,"Other benign neoplasm of connective and other soft tissue, site unspecified",1.0571382533142037,lr,270
7823,0.05554830735050559,Edema,1.0571200825093472,lr,270
81500,0.055307321711246096,"Closed fracture of metacarpal bone(s), site unspecified",1.0568653624436612,lr,270
3379,0.05509150494328281,Unspecified disorder of autonomic nervous system,1.0566372977879401,lr,270
2352,0.05488202102620797,"Neoplasm of uncertain behavior of stomach, intestines, and rectum",1.0564159724507307,lr,270
5723,0.054825753898451776,Portal hypertension,1.0563565326305149,lr,270
4772,0.05446758250666048,Allergic rhinitis due to animal (cat) (dog) hair and dander,1.0559782436911769,lr,270
3089,0.05436268935466333,Unspecified acute reaction to stress,1.0558674846137914,lr,270
V5882,0.05433001634887283,"Fitting and adjustment of nonvascular catheter, NEC",1.0558329868129293,lr,270
V7649,0.054289191668662785,Special screening for malignant neoplasms of other sites,1.0557898836487298,lr,270
7211,0.054225561995878614,Cervical spondylosis with myelopathy,1.055722706221166,lr,270
9951,0.05413628302714283,"Angioneurotic edema, not elsewhere classified",1.0556284565940008,lr,270
81200,0.053701015743855,Closed fracture of unspecified part of upper end of humerus,1.055169076047452,lr,270
72611,0.05358391901945697,Calcifying tendinitis of shoulder,1.055045526438729,lr,270
E9064,0.05351854233733052,Bite of nonvenomous arthropod,1.0549765533173596,lr,270
V0980,0.05324159598277204,Infection with microorganisms without mention of resistance to multiple drugs,1.0546844218610119,lr,270
4169,0.05300714935908728,"Chronic pulmonary heart disease, unspecified",1.0544371836424689,lr,270
E9359,0.05277411532903393,Unspecified analgesic and antipyretic causing adverse effects in therapeutic use,1.0541914925244342,lr,270
D696,0.052679933038983724,"Thrombocytopenia, unspecified",1.0540922110308693,lr,270
0979,0.052575996116718204,"Syphilis, unspecified",1.0539826576240914,lr,270
60090,0.05234818447941571,"Hyperplasia of prostate, unspecified, without urinary obstruction and other lower urinary symptoms (LUTS)",1.0537425754569636,lr,270
L820,0.05230963198009064,Inflamed seborrheic keratosis,1.0537019518301107,lr,270
V762,0.052227164294891174,Screening for malignant neoplasms of cervix,1.0536150590522255,lr,270
0093,0.05177923314100773,Diarrhea of presumed infectious origin,1.0531432177271791,lr,270
5750,0.05080626587154045,Acute cholecystitis,1.052119042171712,lr,270
78492,0.050678792157677253,Jaw pain,1.0519849331978461,lr,270
G629,0.050658692012043746,"Polyneuropathy, unspecified",1.0519637883599926,lr,270
70900,0.050464317327429724,"Dyschromia, unspecified",1.0517593331015116,lr,270
1629,0.050376574029357385,"Malignant neoplasm of bronchus and lung, unspecified",1.0516670523174163,lr,270
72700,0.050172545096128375,"Synovitis and tenosynovitis, unspecified",1.051452503698427,lr,270
V1041,0.05009957924121602,Personal history of malignant neoplasm of cervix uteri,1.0513757863665019,lr,270
37220,0.04995462610136973,"Blepharoconjunctivitis, unspecified",1.0512233971900213,lr,270
6071,0.0499261626378392,Balanoposthitis,1.0511934761570232,lr,270
E872,0.049897785722782986,Failure of sterile precautions during procedure,1.051163646952275,lr,270
5941,0.04984160972280425,Other calculus in bladder,1.0511045984418361,lr,270
5279,0.04975956169085637,Unspecified disease of the salivary glands,1.0510183609160206,lr,270
7094,0.0495761391106885,Foreign body granuloma of skin and subcutaneous tissue,1.050825598095525,lr,270
8406,0.0492464037587878,Supraspinatus (muscle) (tendon) sprain,1.0504791608665904,lr,270
2325,0.04885614913878872,"Carcinoma in situ of skin of trunk, except scrotum",1.0500692865037333,lr,270
1730,0.048569083284623144,Other and unspecified malignant neoplasm of skin of lip,1.0497678907293575,lr,270
V019,0.04841763742341649,Contact with or exposure to unspecified communicable disease,1.0496089197651302,lr,270
E8339,0.048411554386237766,Fall on stairs or ladders in water transport injuring unspecified person,1.0496025349744675,lr,270
V8401,0.048339843956626306,Genetic susceptibility to malignant neoplasm of breast,1.0495272702244292,lr,270
41511,0.04832370586639157,Iatrogenic pulmonary embolism and infarction,1.0495103329953062,lr,270
262,0.04832225844690335,Other severe protein-calorie malnutrition,1.0495088139146964,lr,270
29630,0.04790582011490601,"Major depressive affective disorder, recurrent episode, unspecified",1.0490718492055555,lr,270
78199,0.047869354850912614,Other symptoms involving nervous and musculoskeletal systems,1.0490335952211014,lr,270
7503,0.047735802504531126,"Tracheoesophageal fistula, esophageal atresia and stenosis",1.0488935036780118,lr,270
K567,0.04769322108698961,"Ileus, unspecified",1.0488488412566765,lr,270
7354,0.047558783911739955,Other hammer toe (acquired),1.0487078464588777,lr,270
8080,0.04752854841070016,Closed fracture of acetabulum,1.0486761387310475,lr,270
E8261,0.04742114674334044,Pedal cycle accident injuring pedal cyclist,1.0485635152133126,lr,270
N12,0.0471350309978926,"Tubulo-interstitial nephritis, not specified as acute or chronic",1.0482635475962834,lr,270
71951,0.047092424954492555,"Stiffness of joint, not elsewhere classified, shoulder region",1.0482188861855095,lr,270
41400,0.046946174801131266,"Coronary atherosclerosis of unspecified type of vessel, native or graft",1.0480655952223354,lr,270
53010,0.0469046329124768,"Esophagitis, unspecified",1.048022057502402,lr,270
Z6842,0.04677557780522976,"Body mass index (BMI) 45.0-49.9, adult",1.0478868136305175,lr,270
5521,0.04660804329338432,Umbilical hernia with obstruction,1.0477112711298509,lr,270
5409,0.04654674072499667,Acute appendicitis without mention of peritonitis,1.0476470457066138,lr,270
41011,0.0463918749979696,"Acute myocardial infarction of other anterior wall, initial episode of care",1.0474848136476298,lr,270
1971,0.04630440173156966,Secondary malignant neoplasm of mediastinum,1.0473931907368117,lr,270
57400,0.04626165924999675,"Calculus of gallbladder with acute cholecystitis, without mention of obstruction",1.047348423509395,lr,270
5969,0.04622249392969947,Unspecified disorder of bladder,1.0473074045761905,lr,270
K831,0.04617742655972606,Obstruction of bile duct,1.047260206249473,lr,270
28850,0.046175822784907235,"Leukocytopenia, unspecified",1.0472585266812722,lr,270
1966,0.04610427520411367,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes,1.0471836005476465,lr,270
59654,0.0460914422877099,Neurogenic bladder NOS,1.047170162214268,lr,270
I120,0.045877660243345164,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,1.0469463199637714,lr,270
7853,0.045842896595688416,Other abnormal heart sounds,1.0469099249234046,lr,270
79902,0.0457619829706994,Hypoxemia,1.046825219073317,lr,270
20210,0.045538536721230684,"Mycosis fungoides, unspecified site, extranodal and solid organ sites",1.0465913360353827,lr,270
K660,0.04542305624861241,Peritoneal adhesions (postprocedural) (postinfection),1.0464704821515252,lr,270
K625,0.04532187687866448,Hemorrhage of anus and rectum,1.046364606283789,lr,270
226,0.045247571364107106,Benign neoplasm of thyroid glands,1.0462868585118845,lr,270
8830,0.0449159786527434,"Open wound of finger(s), without mention of complication",1.0459399749308183,lr,270
27652,0.044782185685115786,Hypovolemia,1.045800044878649,lr,270
5719,0.04464057233726086,Unspecified chronic liver disease without mention of alcohol,1.0456519561190272,lr,270
44481,0.0446268316521673,Embolism and thrombosis of iliac artery,1.045637588243493,lr,270
G8918,0.0446017241698677,Other acute postprocedural pain,1.0456113352458292,lr,270
5533,0.04452105998518726,Diaphragmatic hernia without mention of obstruction or gangrene,1.0455269952616326,lr,270
4599,0.04443095669808893,Unspecified circulatory system disorder,1.045432794086591,lr,270
71945,0.04434473001947309,"Pain in joint, pelvic region and thigh",1.0453426537753465,lr,270
K644,0.04376992113218996,Residual hemorrhoidal skin tags,1.0447419541879706,lr,270
84200,0.04365011710270715,"Sprain of wrist, unspecified site",1.0446167973893832,lr,270
3950,0.04363575428156432,Rheumatic aortic stenosis,1.0446017938529064,lr,270
B349,0.04342786070755523,"Viral infection, unspecified",1.0443846504247096,lr,270
1830,0.043335745881594376,Malignant neoplasm of ovary,1.0442884515451392,lr,270
27801,0.04322846180053253,Morbid obesity,1.044176422027851,lr,270
I700,0.043204750001869914,Atherosclerosis of aorta,1.0441516630203052,lr,270
78550,0.0432006878859612,"Shock, unspecified",1.0441474215638382,lr,270
61179,0.043137732735311705,Other signs and symptoms in breast,1.0440816891747313,lr,270
03842,0.043061749116381574,Septicemia due to escherichia coli [E. coli],1.044002359083461,lr,270
17351,0.043024743302044796,"Basal cell carcinoma of skin of trunk, except scrotum",1.0439637256408292,lr,270
V433,0.04267196568445243,Heart valve replaced by other means,1.043595503558918,lr,270
