feature,weight,feature_desc,odds_ratio,model,cutoff
5997,0.12980324857291123,Hematuria,1.1386043392562113,lr,180
61171,0.12946796309256633,Mastodynia,1.1382226457451228,lr,180
7248,0.12918657464952318,Other symptoms referable to back,1.1379024081046987,lr,180
78321,0.1269025607723801,Loss of weight,1.1353063890141257,lr,180
5920,0.12663470339675587,Calculus of kidney,1.1350023295483382,lr,180
5758,0.12526104744969904,Other specified disorders of gallbladder,1.1334442971936272,lr,180
57511,0.12488033950746195,Chronic cholecystitis,1.1330128680770588,lr,180
7038,0.12369574653558235,Other specified diseases of nail,1.1316715036387857,lr,180
V8532,0.12119199265856213,"Body Mass Index 32.0-32.9, adult",1.1288416208673437,lr,180
185,0.12033313400495715,Malignant neoplasm of prostate,1.1278725216918892,lr,180
7230,0.11981899771393861,Spinal stenosis in cervical region,1.1272927905400272,lr,180
2765,0.11964905933740068,Volume depletion,1.1271012365099713,lr,180
V7281,0.11963196529229932,Pre-operative cardiovascular examination,1.1270819699552728,lr,180
2309,0.11935545005067806,Carcinoma in situ of other and unspecified digestive organs,1.1267703576967787,lr,180
1541,0.11874189613411266,Malignant neoplasm of rectum,1.1260792353728293,lr,180
78902,0.11839349315369402,"Abdominal pain, left upper quadrant",1.125686974347461,lr,180
K869,0.11728701406555796,"Disease of pancreas, unspecified",1.1244421140834897,lr,180
43411,0.11725624855525517,Cerebral embolism with cerebral infarction,1.12440752058019,lr,180
70901,0.11715417086556205,Vitiligo,1.124292749516098,lr,180
78905,0.1155939332859637,"Abdominal pain, periumbilic",1.1225399534625442,lr,180
5738,0.11543595943106,Other specified disorders of liver,1.1223626355049816,lr,180
6824,0.11459685299475207,"Cellulitis and abscess of hand, except fingers and thumb",1.121421248810711,lr,180
V7641,0.1137190317202934,Screening for malignant neoplasms of rectum,1.120437273321369,lr,180
D62,0.11358228839958183,Acute posthemorrhagic anemia,1.1202840714828688,lr,180
78609,0.11262266373078252,Other respiratory abnormalities,1.1192095349101723,lr,180
V581,0.11101186110060206,Encounter for chemotherapy and immunotherapy for neoplastic conditions,1.1174081604664619,lr,180
V103,0.1097489912603718,Personal history of malignant neoplasm of breast,1.115997910070155,lr,180
2163,0.10946959952402892,Benign neoplasm of skin of other and unspecified parts of face,1.1156861530295037,lr,180
72706,0.10866850885551384,Tenosynovitis of foot and ankle,1.1147927451614519,lr,180
42769,0.10810238567067643,Other premature beats,1.114161813751428,lr,180
1962,0.1079697644743372,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,1.1140140620764913,lr,180
5715,0.10682061216678469,Cirrhosis of liver without mention of alcohol,1.112734625520942,lr,180
V148,0.10490841478076297,Personal history of allergy to other specified medicinal agents,1.110608890339043,lr,180
042,0.10439298522509001,Human immunodeficiency virus [HIV] disease,1.11003659719324,lr,180
78053,0.10436464432564505,"Hypersomnia with sleep apnea, unspecified",1.1100051382034488,lr,180
2143,0.10234080148731503,Lipoma of intra-abdominal organs,1.1077609339783212,lr,180
4160,0.10215740995553056,Primary pulmonary hypertension,1.1075577986310083,lr,180
6119,0.10170069886933873,Unspecified breast disorder,1.1070520801981731,lr,180
2355,0.10157095490230385,Neoplasm of uncertain behavior of other and unspecified digestive organs,1.10690845618695,lr,180
7242,0.10122526191329875,Lumbago,1.1065258718263513,lr,180
1551,0.10051301920230757,Malignant neoplasm of intrahepatic bile ducts,1.1057380374375754,lr,180
C786,0.10029265411136984,Secondary malignant neoplasm of retroperitoneum and peritoneum,1.1054943982201773,lr,180
99749,0.0993498031700261,Other digestive system complications,1.104452573006286,lr,180
2353,0.09884255172246893,Neoplasm of uncertain behavior of liver and biliary passages,1.1038924799058978,lr,180
1977,0.09822279266433788,"Malignant neoplasm of liver, secondary",1.103208544501746,lr,180
6930,0.0979384731006953,Dermatitis due to drugs and medicines taken internally,1.1028949253159142,lr,180
V1589,0.096149629957587,Other specified personal history presenting hazards to health,1.1009237828491683,lr,180
20190,0.09512243590170155,"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites",1.0997935010921764,lr,180
57420,0.09458540852806042,"Calculus of gallbladder without mention of cholecystitis, without mention of obstruction",1.0992030404376951,lr,180
2116,0.09382809134144132,"Benign neoplasm of pancreas, except islets of Langerhans",1.0983709102166175,lr,180
44020,0.09261015122199026,"Atherosclerosis of native arteries of the extremities, unspecified",1.097033974538092,lr,180
2888,0.09253445540842399,Other specified disease of white blood cells,1.0969509368017236,lr,180
5650,0.09117059376317346,Anal fissure,1.0954558672580523,lr,180
7948,0.09109937360966018,Nonspecific abnormal results of function study of liver,1.0953778515011994,lr,180
725,0.09054931431126984,Polymyalgia rheumatica,1.0947754944099775,lr,180
69589,0.08946491285366004,Other specified erythematous conditions,1.0935889617232442,lr,180
78050,0.08929976064157293,"Sleep disturbance, unspecified",1.0934083680002384,lr,180
1625,0.0892895532380983,"Malignant neoplasm of lower lobe, bronchus or lung",1.0933972071968252,lr,180
2808,0.08919537127502167,Other specified iron deficiency anemias,1.0932942337506257,lr,180
82380,0.08915584658307446,Closed fracture of unspecified part of tibia alone,1.0932510224867906,lr,180
23691,0.0890493027795731,Neoplasm of uncertain behavior of kidney and ureter,1.093134549569517,lr,180
7062,0.08732649683957946,Sebaceous cyst,1.0912529121877366,lr,180
V4579,0.0871570729306611,Other acquired absence of organ,1.0910680435147642,lr,180
82525,0.08712373062458276,Closed fracture of metatarsal bone(s),1.0910316653965735,lr,180
3004,0.08692979278682525,Dysthymic disorder,1.090820093591014,lr,180
71500,0.08615165149819085,"Osteoarthrosis, generalized, site unspecified",1.089971611599967,lr,180
57450,0.08594984287137779,"Calculus of bile duct without mention of cholecystitis, without mention of obstruction",1.089751668119757,lr,180
G629,0.08529883224845597,"Polyneuropathy, unspecified",1.0890424590838201,lr,180
N185,0.0848883184604979,"Chronic kidney disease, stage 5",1.0885954838897116,lr,180
4270,0.08477294159800414,Paroxysmal supraventricular tachycardia,1.0884698924035707,lr,180
I120,0.08447991635902433,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,1.0881509899787383,lr,180
81209,0.08447428974313306,Other closed fracture of upper end of humerus,1.0881448673883107,lr,180
49320,0.08435024863330776,"Chronic obstructive asthma, unspecified",1.0880099010621687,lr,180
7823,0.08433101815516468,Edema,1.0879889783127248,lr,180
4299,0.08432636715721972,"Heart disease, unspecified",1.08798391808999,lr,180
N2581,0.08347524026867743,Secondary hyperparathyroidism of renal origin,1.087058299688235,lr,180
72871,0.0828735845729768,Plantar fascial fibromatosis,1.0864044615831023,lr,180
V726,0.08263294400041112,Laboratory examination,1.0861430600445985,lr,180
E8352,0.08257059101589581,Other and unspecified fall in water transport injuring occupant of other watercraft -- crew,1.0860753378945551,lr,180
V1051,0.08198903959321605,Personal history of malignant neoplasm of bladder,1.0854439128575253,lr,180
53390,0.08172664302498739,"Peptic ulcer of unspecified site, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",1.0851591334639885,lr,180
7202,0.08093087861632492,"Sacroiliitis, not elsewhere classified",1.084295945940348,lr,180
79311,0.0807999427055825,Solitary pulmonary nodule,1.0841539819574466,lr,180
2767,0.08025463715655509,Hyperpotassemia,1.0835629479367963,lr,180
2111,0.08013661999922157,Benign neoplasm of stomach,1.0834350764635512,lr,180
D631,0.07966432591681147,Anemia in chronic kidney disease,1.0829234973056758,lr,180
7273,0.07909174732644138,Other bursitis,1.0823036159784336,lr,180
7881,0.07871352796621306,Dysuria,1.0818943451991705,lr,180
2762,0.07848114350280623,Acidosis,1.0816429589725565,lr,180
81200,0.07836023314311304,Closed fracture of unspecified part of upper end of humerus,1.0815121850394485,lr,180
5733,0.07815692695174009,"Hepatitis, unspecified",1.081292329265962,lr,180
8470,0.07811691239664029,Sprain of neck,1.0812490627001254,lr,180
3659,0.07809475739691621,Unspecified glaucoma,1.0812251078928,lr,180
5963,0.07767778347882258,Diverticulum of bladder,1.0807743592049748,lr,180
27549,0.077639121668395,Other disorders of calcium metabolism,1.0807325753193098,lr,180
71516,0.07755178535384875,"Osteoarthrosis, localized, primary, lower leg",1.0806381922407664,lr,180
72252,0.07739408705784147,Degeneration of lumbar or lumbosacral intervertebral disc,1.0804677908756053,lr,180
81341,0.07718302791104924,Closed Colles' fracture,1.080239772329073,lr,180
30928,0.07633270650752744,Adjustment disorder with mixed anxiety and depressed mood,1.0793216117508446,lr,180
25081,0.07627114118601178,"Diabetes with other specified manifestations, type I [juvenile type], not stated as uncontrolled",1.0792551650142266,lr,180
4260,0.0759617610343446,"Atrioventricular block, complete",1.0789213165332967,lr,180
D1801,0.07575637532188793,Hemangioma of skin and subcutaneous tissue,1.0786997442646837,lr,180
1748,0.07541320729255158,Malignant neoplasm of other specified sites of female breast,1.0783296325080922,lr,180
42732,0.07530887848543034,Atrial flutter,1.0782171375321845,lr,180
25001,0.07436327945571909,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled",1.077198058349194,lr,180
2872,0.0741997670334405,Other nonthrombocytopenic purpuras,1.0770219374847665,lr,180
41401,0.07401056434652316,Coronary atherosclerosis of native coronary artery,1.0768181813165405,lr,180
3534,0.07326880260681719,"Lumbosacral root lesions, not elsewhere classified",1.0760197349541112,lr,180
28731,0.07311712218786184,Immune thrombocytopenic purpura,1.0758565362072492,lr,180
78829,0.0728879916789723,Other specified retention of urine,1.0756100528911179,lr,180
20280,0.07200767934432288,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",1.0746635967439166,lr,180
72700,0.07172860582372965,"Synovitis and tenosynovitis, unspecified",1.0743637284351184,lr,180
1561,0.07133145698137483,Malignant neoplasm of extrahepatic bile ducts,1.07393713084108,lr,180
71945,0.07082906447711407,"Pain in joint, pelvic region and thigh",1.073397728383719,lr,180
V061,0.07081578217825461,"Need for prophylactic vaccination and inoculation against diphtheria-tetanus-pertussis, combined [DTP] [DTaP]",1.0733834712889794,lr,180
5968,0.07031667655251563,Other specified disorders of bladder,1.072847873231004,lr,180
V08,0.0702906806183657,Asymptomatic human immunodeficiency virus [HIV] infection status,1.0728199839108448,lr,180
Z808,0.07013649161231683,Family history of malignant neoplasm of other organs or systems,1.072654579615946,lr,180
V762,0.07009218988238024,Screening for malignant neoplasms of cervix,1.072607060215048,lr,180
28850,0.06972172459740685,"Leukocytopenia, unspecified",1.072209770130457,lr,180
7069,0.06935441747582079,Unspecified disease of sebaceous glands,1.0718160121655333,lr,180
4599,0.06929838521362933,Unspecified circulatory system disorder,1.0717559575722317,lr,180
1536,0.06915255447372574,Malignant neoplasm of ascending colon,1.071599674003694,lr,180
1966,0.06904645632091364,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes,1.071485985288916,lr,180
7827,0.06888183574465309,Spontaneous ecchymoses,1.0713096111663658,lr,180
6146,0.06886206418904756,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)",1.0712884299182117,lr,180
1101,0.06844894520132579,Dermatophytosis of nail,1.0708459517308495,lr,180
57512,0.06834113652242416,Acute and chronic cholecystitis,1.0707305114663292,lr,180
Z7982,0.06800926011867048,Long term (current) use of aspirin,1.0703752202344436,lr,180
4549,0.0677670374396088,Asymptomatic varicose veins,1.0701159824788964,lr,180
1735,0.06754933914430232,"Other and unspecified malignant neoplasm of skin of trunk, except scrotum",1.069883045409652,lr,180
V1052,0.06747544387028877,Personal history of malignant neoplasm of kidney,1.0698039890298314,lr,180
27900,0.06671504487732575,"Hypogammaglobulinemia, unspecified",1.068990820359406,lr,180
73301,0.06667328900404279,Senile osteoporosis,1.0689461846460786,lr,180
3804,0.06650210793354648,Impacted cerumen,1.0687632169546373,lr,180
72400,0.06646536949301829,"Spinal stenosis, unspecified region",1.0687239529820054,lr,180
8248,0.06618961374257182,"Unspecified fracture of ankle, closed",1.06842928683614,lr,180
32727,0.0659205259524407,Central sleep apnea in conditions classified elsewhere,1.0681418242385061,lr,180
78841,0.06558176302466938,Urinary frequency,1.067780038670081,lr,180
78907,0.06493732967875011,"Abdominal pain, generalized",1.0670921472809365,lr,180
6258,0.06486316960958671,Other specified symptoms associated with female genital organs,1.0670130145877696,lr,180
E9208,0.06465226689266752,Accidents caused by other specified cutting and piercing instruments or objects,1.0667880023726828,lr,180
57410,0.06461578790970654,"Calculus of gallbladder with other cholecystitis, without mention of obstruction",1.0667490877411085,lr,180
9092,0.06442662386719267,Late effect of radiation,1.06654731625588,lr,180
2850,0.06428509764026517,Sideroblastic anemia,1.0663963825191638,lr,180
7395,0.06413326085433009,"Nonallopathic lesions, pelvic region",1.0662344766118566,lr,180
43331,0.06406595505743466,Occlusion and stenosis of multiple and bilateral precerebral arteries with cerebral infarction,1.0661627152657354,lr,180
78552,0.06400693549755548,Septic shock,1.0660997926683708,lr,180
V1046,0.06393072122921972,Personal history of malignant neoplasm of prostate,1.0660185437489027,lr,180
45981,0.06388566528221973,"Venous (peripheral) insufficiency, unspecified",1.0659705143559075,lr,180
K7469,0.06350708094504501,Other cirrhosis of liver,1.0655670309963414,lr,180
4550,0.06331700682748687,Internal hemorrhoids without mention of complication,1.0653645135304999,lr,180
F329,0.06327682392198437,"Major depressive disorder, single episode, unspecified",1.0653217049490193,lr,180
700,0.06320721272421938,Corns and callosities,1.0652475492101976,lr,180
Z992,0.06274791745353639,Dependence on renal dialysis,1.064758398389667,lr,180
7845,0.06245088247532603,Other speech disturbance,1.0644421748690502,lr,180
29635,0.06240184011450645,"Major depressive affective disorder, recurrent episode, in partial or unspecified remission",1.0643899733918911,lr,180
57451,0.06236485505056639,"Calculus of bile duct without mention of cholecystitis, with obstruction",1.064350607588646,lr,180
81305,0.06225083526229294,Closed fracture of head of radius,1.0642292574760084,lr,180
56989,0.06224791877421497,Other specified disorders of intestine,1.0642261536685929,lr,180
72401,0.062206587315592594,"Spinal stenosis, thoracic region",1.0641821685583484,lr,180
5950,0.06201251179973651,Acute cystitis,1.0639756568950975,lr,180
53540,0.06197854393317223,"Other specified gastritis, without mention of hemorrhage",1.0639395165257655,lr,180
7813,0.06184554209938825,Lack of coordination,1.0637980200288877,lr,180
V653,0.061719404877825595,Dietary surveillance and counseling,1.0636638439648134,lr,180
V0382,0.061565835298893146,Other specified vaccinations against streptococcus pneumoniae [pneumococcus],1.0635005100980475,lr,180
V1259,0.06155730182617359,Personal history of other diseases of circulatory system,1.0634914347841795,lr,180
V8542,0.061331882479535395,"Body Mass Index 45.0-49.9, adult",1.0632517302578288,lr,180
8489,0.061129803499178244,Unspecified site of sprain and strain,1.0630368911402814,lr,180
6182,0.06079889165890855,"Uterovaginal prolapse, incomplete",1.0626851778426163,lr,180
0701,0.06063685339579078,Viral hepatitis A without mention of hepatic coma,1.0625129961325472,lr,180
68111,0.06051781044621655,Onychia and paronychia of toe,1.0623865189797825,lr,180
E8499,0.06044955539669468,Accidents occurring in unspecified place,1.0623140082099596,lr,180
1890,0.06022092735508842,"Malignant neoplasm of kidney, except pelvis",1.0620711612005675,lr,180
99592,0.06009146244397684,Severe sepsis,1.0619336691524783,lr,180
N1330,0.05964442530576844,Unspecified hydronephrosis,1.0614590514578253,lr,180
6861,0.05952567498025852,Pyogenic granuloma of skin and subcutaneous tissue,1.0613330103338097,lr,180
33183,0.05939859362646965,"Mild cognitive impairment, so stated",1.0611981432677617,lr,180
1740,0.059138225421264644,Malignant neoplasm of nipple and areola of female breast,1.060921876978872,lr,180
2734,0.05900424855409467,Alpha-1-antitrypsin deficiency,1.0607797475107252,lr,180
82021,0.05880671335845006,Closed fracture of intertrochanteric section of neck of femur,1.0605702268702966,lr,180
I2699,0.0587205837454301,Other pulmonary embolism without acute cor pulmonale,1.0604788843007822,lr,180
7862,0.05867221531010975,Cough,1.0604275918369364,lr,180
R0902,0.05840697941064793,Hypoxemia,1.060146365668088,lr,180
5690,0.05791112191793883,Anal and rectal polyp,1.0596208144593238,lr,180
4359,0.05738444204038207,Unspecified transient cerebral ischemia,1.059062880437716,lr,180
30391,0.05738127817541626,"Other and unspecified alcohol dependence, continuous",1.0590595297110728,lr,180
E8788,0.05698884435495015,"Other specified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",1.0586440004729232,lr,180
56969,0.05650728593092491,Other colostomy and enterostomy complication,1.0581343242657366,lr,180
V1000,0.0564105000954133,"Personal history of malignant neoplasm of gastrointestinal tract, unspecified",1.0580319168069547,lr,180
78863,0.05604346881722824,Urgency of urination,1.0576436572562267,lr,180
36653,0.055899710846704254,"After-cataract, obscuring vision",1.0574916234788174,lr,180
59389,0.055494011930906986,Other specified disorders of kidney and ureter,1.0570626872890643,lr,180
3379,0.05545179017031554,Unspecified disorder of autonomic nervous system,1.0570180571835388,lr,180
79551,0.05534150333926509,Nonspecific reaction to tuberculin skin test without active tuberculosis,1.0569014884397656,lr,180
84200,0.055110396388470394,"Sprain of wrist, unspecified site",1.0566572593820855,lr,180
7099,0.05476832605686938,Unspecified disorder of skin and subcutaneous tissue,1.0562958700967802,lr,180
7830,0.054260154269788724,Anorexia,1.0557592267018523,lr,180
1975,0.05373080946251975,Secondary malignant neoplasm of large intestine and rectum,1.0552005139263707,lr,180
2839,0.05352868733014412,"Acquired hemolytic anemia, unspecified",1.0549872561012013,lr,180
34590,0.053344065473353915,"Epilepsy, unspecified, without mention of intractable epilepsy",1.054792500373725,lr,180
V1006,0.053152660196721366,"Personal history of malignant neoplasm of rectum, rectosigmoid junction, and anus",1.054590626843847,lr,180
V1083,0.053021670781234896,Personal history of other malignant neoplasm of skin,1.0544524956811168,lr,180
Z794,0.05296639658194065,Long term (current) use of insulin,1.0543942132744957,lr,180
1737,0.05284827207652862,"Other and unspecified malignant neoplasm of skin of lower limb, including hip",1.054269670835445,lr,180
E9479,0.05283707269558978,Unspecified drug or medicinal substance causing adverse effects in therapeutic use,1.0542578637339055,lr,180
V0980,0.052810768696638734,Infection with microorganisms without mention of resistance to multiple drugs,1.0542301329008812,lr,180
5609,0.05279919754469955,Unspecified intestinal obstruction,1.0542179343144105,lr,180
8208,0.05279470381871079,Closed fracture of unspecified part of neck of femur,1.0542131969585253,lr,180
29181,0.052678835146426614,Alcohol withdrawal,1.0540910537515116,lr,180
07819,0.052555954102123166,Other specified viral warts,1.053961533899966,lr,180
7234,0.052406601893582226,Brachial neuritis or radiculitis NOS,1.053804134171452,lr,180
Z980,0.05223569200622528,Intestinal bypass and anastomosis status,1.053624044015617,lr,180
K922,0.052233738065893244,"Gastrointestinal hemorrhage, unspecified",1.0536219852991138,lr,180
5695,0.05213669477332923,Abscess of intestine,1.0535197433135723,lr,180
40291,0.052033634568009975,Unspecified hypertensive heart disease with heart failure,1.0534111729472566,lr,180
5932,0.051705101448742956,"Cyst of kidney, acquired",1.0530651493319587,lr,180
6071,0.05166018353226866,Balanoposthitis,1.0530178489018653,lr,180
2159,0.05163741884537752,"Other benign neoplasm of connective and other soft tissue, site unspecified",1.0529938775530956,lr,180
0979,0.051526729151602106,"Syphilis, unspecified",1.052877328433754,lr,180
E9064,0.0514997873542492,Bite of nonvenomous arthropod,1.0528489624082513,lr,180
78903,0.051275623287194885,"Abdominal pain, right lower quadrant",1.0526129779534499,lr,180
3089,0.05104100652427789,Unspecified acute reaction to stress,1.0523660462722466,lr,180
81500,0.051024141039282496,"Closed fracture of metacarpal bone(s), site unspecified",1.0523482977581524,lr,180
262,0.050818909559357216,Other severe protein-calorie malnutrition,1.0521323449205249,lr,180
99859,0.05062452056445232,Other postoperative infection,1.0519278418487061,lr,180
K5790,0.05048858375514431,"Diverticulosis of intestine, part unspecified, without perforation or abscess without bleeding",1.0517848558530132,lr,180
V071,0.05044907335391648,Need for desensitization to allergens,1.0517433002322982,lr,180
4168,0.050321528483826206,Other chronic pulmonary heart diseases,1.051609164324057,lr,180
78492,0.05021361817747629,Jaw pain,1.0514956909795563,lr,180
V1011,0.050027105786381594,Personal history of malignant neoplasm of bronchus and lung,1.0512995922919919,lr,180
9100,0.04997099276504207,"Abrasion or friction burn of face, neck, and scalp except eye, without mention of infection",1.051240602350603,lr,180
8080,0.04985981584755395,Closed fracture of acetabulum,1.0511237351574827,lr,180
1550,0.04980114361519918,"Malignant neoplasm of liver, primary",1.0510620651906348,lr,180
E876,0.049777877146383154,Other and unspecified misadventures during medical care,1.051037610972354,lr,180
37220,0.049708684601453244,"Blepharoconjunctivitis, unspecified",1.050964889521154,lr,180
0093,0.04951901863442465,Diarrhea of presumed infectious origin,1.050765576151149,lr,180
4772,0.049360518193550945,Allergic rhinitis due to animal (cat) (dog) hair and dander,1.050599042542248,lr,180
72982,0.04924693015939555,Cramp of limb,1.0504797138396047,lr,180
9951,0.04921374754404087,"Angioneurotic edema, not elsewhere classified",1.0504448567536504,lr,180
53010,0.04882993918252866,"Esophagitis, unspecified",1.0500417645943396,lr,180
2325,0.04847234375001273,"Carcinoma in situ of skin of trunk, except scrotum",1.0496663415841472,lr,180
K8050,0.048312093096765873,Calculus of bile duct without cholangitis or cholecystitis without obstruction,1.0494981453443557,lr,180
5641,0.047998859583627464,Irritable bowel syndrome,1.04916945883376,lr,180
4169,0.04784319030127263,"Chronic pulmonary heart disease, unspecified",1.0490061480885977,lr,180
V7644,0.04746478457638704,Screening for malignant neoplasms of prostate,1.0486092732513117,lr,180
E8261,0.047371802952734875,Pedal cycle accident injuring pedal cyclist,1.0485117763912866,lr,180
79399,0.047335250325519634,Other nonspecific (abnormal) findings on radiological and other examinations of body structure,1.0484734512316403,lr,180
Z432,0.047267916880948724,Encounter for attention to ileostomy,1.048402856279355,lr,180
V1559,0.04716308916692723,Personal history of other injury,1.0482929603647269,lr,180
72611,0.046488423994683246,Calcifying tendinitis of shoulder,1.0475859521377915,lr,180
G500,0.0463234975929339,Trigeminal neuralgia,1.0474131918029441,lr,180
56210,0.04617508244637659,Diverticulosis of colon (without mention of hemorrhage),1.0472577513557202,lr,180
R1900,0.04617342014266826,"Intra-abdominal and pelvic swelling, mass and lump, unspecified site",1.0472560104967235,lr,180
5409,0.046162609516515886,Acute appendicitis without mention of peritonitis,1.0472446890647042,lr,180
7211,0.04613326063771461,Cervical spondylosis with myelopathy,1.0472139540582708,lr,180
8406,0.04597806442819863,Supraspinatus (muscle) (tendon) sprain,1.0470514430329225,lr,180
2352,0.045918003947049923,"Neoplasm of uncertain behavior of stomach, intestines, and rectum",1.0469885585079228,lr,180
E8339,0.045916723860328766,Fall on stairs or ladders in water transport injuring unspecified person,1.0469872182726296,lr,180
5521,0.045916680476286435,Umbilical hernia with obstruction,1.0469871728500928,lr,180
7853,0.04586624449740509,Other abnormal heart sounds,1.0469343683587882,lr,180
7859,0.04581050463914632,Other symptoms involving cardiovascular system,1.0468760140118363,lr,180
E9359,0.04578705129397551,Unspecified analgesic and antipyretic causing adverse effects in therapeutic use,1.0468514615552484,lr,180
V019,0.04570776653502632,Contact with or exposure to unspecified communicable disease,1.0467684654796687,lr,180
1730,0.04558844089000542,Other and unspecified malignant neoplasm of skin of lip,1.0466435666093052,lr,180
1971,0.04549038413671808,Secondary malignant neoplasm of mediastinum,1.0465409411709552,lr,180
5880,0.04537878631644066,Renal osteodystrophy,1.046424155999696,lr,180
K567,0.045300500788601025,"Ileus, unspecified",1.0463422393387858,lr,180
79093,0.04491924542822943,Elevated prostate specific antigen [PSA],1.0459433917874692,lr,180
N12,0.04473788722877021,"Tubulo-interstitial nephritis, not specified as acute or chronic",1.0457537185771142,lr,180
V7649,0.044688700522766335,Special screening for malignant neoplasms of other sites,1.0457022826613982,lr,180
B9689,0.04462082522572532,Other specified bacterial agents as the cause of diseases classified elsewhere,1.045631307717096,lr,180
V5882,0.04442434358971388,"Fitting and adjustment of nonvascular catheter, NEC",1.0454258805490848,lr,180
44481,0.04441548336751739,Embolism and thrombosis of iliac artery,1.0454166178845279,lr,180
41011,0.04440096108850458,"Acute myocardial infarction of other anterior wall, initial episode of care",1.0454014361629553,lr,180
